order,id,date,time,title,url,visitCount,typedCount,transition
113,28367,3/9/2023,10:00:58,(294) Infosys Just Launched IT Professional Certification Courses Absolute Free | Python Java AI Banking - YouTube,https://www.youtube.com/watch?v=GJBPfvkSjPg&ab_channel=SeedITSolution,4,0,link
114,28366,3/9/2023,10:00:58,(294) YouTube,https://www.youtube.com/watch?v=GJBPfvkSjPg,1,0,link
115,28365,3/9/2023,10:00:51,(294) YouTube,https://www.youtube.com/feed/history,1,0,link
116,17,3/9/2023,10:00:51,(294) YouTube,https://www.youtube.com/,14,0,link
117,17,3/9/2023,10:00:48,(294) YouTube,https://www.youtube.com/,14,0,auto_bookmark
118,28364,3/9/2023,9:59:22,Young Professional | Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/page/lex_auth_013723001069821952120,25,0,link
119,28354,3/9/2023,9:58:55,Home | Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/page/home,12,0,link
120,28354,3/9/2023,9:58:55,Home | Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/page/home,12,0,link
121,28364,3/9/2023,9:57:18,Young Professional | Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/page/lex_auth_013723001069821952120,25,0,link
122,28354,3/9/2023,9:57:14,Home | Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/page/home,12,0,link
123,28292,3/9/2023,9:57:14,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/login,25,0,link
124,28292,3/9/2023,9:57:13,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/login,25,0,link
125,28305,3/9/2023,9:57:00,Infosys Springboard: Digital Learning and Reskilling Programs,https://www.infosys.com/about/springboard.html,4,0,link
126,28361,3/9/2023,9:56:56,infosys springboard python young professional certificate - Google Search,https://www.google.com/search?q=infosys+springboard+python+young+professional+certificate&rlz=1C1RXQR_enIN970IN970&oq=infosys+springboard+python+young+&aqs=chrome.1.69i57j33i160l3.15489j0j15&sourceid=chrome&ie=UTF-8,3,0,generated
127,28362,3/9/2023,9:56:55,Infosys Springboard Young Professional Certification Series| 6 Free Certification Courses Series| Apply Now - Course Joiner,https://www.coursejoiner.com/freeonlinecourses/infosys-springboard-young-professional-certification-series/,3,0,link
128,28363,3/9/2023,9:56:47,Infosys Springboard Young Professional Certification Series| 6 Free Certification Courses Series| Apply Now - Course Joiner,https://www.coursejoiner.com/freeonlinecourses/infosys-springboard-young-professional-certification-series/#Link,2,0,link
129,28363,3/9/2023,9:56:32,Infosys Springboard Young Professional Certification Series| 6 Free Certification Courses Series| Apply Now - Course Joiner,https://www.coursejoiner.com/freeonlinecourses/infosys-springboard-young-professional-certification-series/#Link,2,0,link
130,28362,3/9/2023,9:56:22,Infosys Springboard Young Professional Certification Series| 6 Free Certification Courses Series| Apply Now - Course Joiner,https://www.coursejoiner.com/freeonlinecourses/infosys-springboard-young-professional-certification-series/,3,0,link
131,28361,3/9/2023,9:56:21,infosys springboard python young professional certificate - Google Search,https://www.google.com/search?q=infosys+springboard+python+young+professional+certificate&rlz=1C1RXQR_enIN970IN970&oq=infosys+springboard+python+young+&aqs=chrome.1.69i57j33i160l3.15489j0j15&sourceid=chrome&ie=UTF-8,3,0,link
132,28361,3/9/2023,9:56:20,infosys springboard python young professional certificate - Google Search,https://www.google.com/search?q=infosys+springboard+python+young+professional+certificate&rlz=1C1RXQR_enIN970IN970&oq=infosys+springboard+python+young+&aqs=chrome.1.69i57j33i160l3.15489j0j15&sourceid=chrome&ie=UTF-8,3,0,generated
133,28360,3/9/2023,9:50:54,infosys springboard python certificate - Google Search,https://www.google.com/search?q=infosys+springboard+python+certificate&rlz=1C1RXQR_enIN970IN970&sxsrf=AJOqlzUJOIDusS8M-JNuW8Li4i_BeetjYA:1678335603087&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjBgL6r_839AhXqxDgGHTnuD_YQ_AUoAXoECAEQAw&biw=1229&bih=577&dpr=1.56#imgrc=yw5TFgtSx_9VtM,1,0,link
134,28359,3/9/2023,9:50:07,infosys springboard python certificate - Google Search,https://www.google.com/search?q=infosys+springboard+python+certificate&rlz=1C1RXQR_enIN970IN970&sxsrf=AJOqlzUJOIDusS8M-JNuW8Li4i_BeetjYA:1678335603087&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjBgL6r_839AhXqxDgGHTnuD_YQ_AUoAXoECAEQAw&biw=1229&bih=577&dpr=1.56,2,0,link
135,28359,3/9/2023,9:50:06,infosys springboard python certificate - Google Search,https://www.google.com/search?q=infosys+springboard+python+certificate&rlz=1C1RXQR_enIN970IN970&sxsrf=AJOqlzUJOIDusS8M-JNuW8Li4i_BeetjYA:1678335603087&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjBgL6r_839AhXqxDgGHTnuD_YQ_AUoAXoECAEQAw&biw=1229&bih=577&dpr=1.56,2,0,link
136,28358,3/9/2023,9:50:02,infosys springboard python certificate - Google Search,https://www.google.com/search?q=infosys+springboard+python+certificate&rlz=1C1RXQR_enIN970IN970&oq=infosys+springboard+python+cirtif&aqs=chrome.1.69i57j33i10i160l3.16251j0j7&sourceid=chrome&ie=UTF-8,2,0,link
137,28358,3/9/2023,9:50:01,infosys springboard python certificate - Google Search,https://www.google.com/search?q=infosys+springboard+python+certificate&rlz=1C1RXQR_enIN970IN970&oq=infosys+springboard+python+cirtif&aqs=chrome.1.69i57j33i10i160l3.16251j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
138,28357,3/9/2023,9:48:51,TOC - Python Fundamentals | Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/toc/lex_auth_0130944398173634562594_shared/overview,1,0,link
139,28356,3/9/2023,9:48:36,Search Results Page | Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/search/learning?lang=en&q=python&f=%7B%22contentType%22:%5B%22Course%22%5D%7D,2,0,link
140,28355,3/9/2023,9:48:35,Search Results Page | Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/app/search/learning?lang=en&q=python,2,0,link
141,28354,3/9/2023,9:47:59,Home | Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/page/home,12,0,link
142,28353,3/9/2023,9:47:59,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/,6,0,link
143,28353,3/9/2023,9:47:57,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/,6,0,link
144,28352,3/9/2023,9:47:57,,https://infyspringboard.onwingspan.com/web/en/#state=ca5131c0-ada3-4550-b026-73935c36f1a0&session_state=ce1274a7-ea81-43f6-8f3e-aa59237235f1&code=a4715eac-741c-4785-be33-0c4a69f82e07.ce1274a7-ea81-43f6-8f3e-aa59237235f1.9b35b482-9723-499f-8620-8c7f5cafa195,1,0,form_submit
145,28351,3/9/2023,9:47:11,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?execution=UPDATE_PASSWORD&client_id=portal&tab_id=9HHzI0sxk8U,1,0,link
146,28348,3/9/2023,9:47:08,Reset password - ambuj6392@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox/FMfcgzGrcrxzzqmMxQctxtVXrFWdJZlZ,1,0,link
147,28331,3/9/2023,9:47:06,"Inbox (8,754) - ambuj6392@gmail.com - Gmail",https://mail.google.com/mail/u/0/#inbox,2,0,link
148,28347,3/9/2023,9:45:19,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/authenticate?execution=02441bc0-b547-483e-895c-028c8193cbc7&client_id=portal&tab_id=zzKzEz-P-Fg,1,0,link
149,28346,3/9/2023,9:45:19,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/reset-credentials?session_code=qndl8fX3oXADSM_bmvFVa_QyBH092WPHoPIU6mjarW8&execution=4bf1d7cb-454e-4c41-9e02-dbcbccd1a33d&client_id=portal&tab_id=9HHzI0sxk8U,1,0,form_submit
150,28345,3/9/2023,9:45:13,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/reset-credentials?client_id=portal&tab_id=9HHzI0sxk8U,1,0,link
151,28344,3/9/2023,9:45:07,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/protocol/openid-connect/auth?client_id=portal&redirect_uri=https%3A%2F%2Finfyspringboard.onwingspan.com%2Fweb%2Fen%2F&state=ca5131c0-ada3-4550-b026-73935c36f1a0&response_mode=fragment&response_type=code&scope=openid&nonce=778e8f2c-f319-45d1-a3d1-a8a59f70d5f2,1,0,link
152,28292,3/9/2023,9:44:59,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/login,25,0,link
153,28292,3/9/2023,9:44:58,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/login,25,0,link
154,28336,3/9/2023,9:43:59,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,6,0,link
155,28341,3/9/2023,9:43:59,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?session_code=VtO3jV8tNPEFhOWsmP3N6dWHq4wi8W7U30sxii_TXC0&execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,1,0,form_submit
156,28336,3/9/2023,9:42:24,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,6,0,link
157,28340,3/9/2023,9:42:24,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?session_code=Gr_5-ZqyUfYe4n51N7KhQR4E6ShLMknvhMAIdDzMjOk&execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,1,0,form_submit
158,28336,3/9/2023,9:41:42,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,6,0,link
159,28339,3/9/2023,9:41:42,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?session_code=PryMPieg-CrG_A8Lg0Ghn5LffioJYsxX5RS1l-J_QtE&execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,1,0,form_submit
160,28336,3/9/2023,9:40:47,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,6,0,link
161,28338,3/9/2023,9:40:47,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?session_code=RYKrdWIbvOnz6-bfkKW_V3a2vSu7busIVxjmRVaNhdU&execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,1,0,form_submit
162,28336,3/9/2023,9:40:00,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,6,0,link
163,28337,3/9/2023,9:40:00,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?session_code=nSIeg1k4R-kjgrj_jnhp9_DuwUkaUZmWBdmv5TQJTFc&execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,1,0,form_submit
164,28336,3/9/2023,9:39:39,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/required-action?execution=UPDATE_PASSWORD&client_id=portal&tab_id=Fqm5GphQdB4,6,0,link
165,28332,3/9/2023,9:39:35,Link Google - ambuj6392@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox/FMfcgzGrcrxzzpgLdwXDBxXvxSSBPXnG,1,0,link
166,28331,3/9/2023,9:39:33,"Inbox (8,754) - ambuj6392@gmail.com - Gmail",https://mail.google.com/mail/u/0/#inbox,2,0,link
167,28325,3/9/2023,9:39:09,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/first-broker-login?execution=94a21c87-1500-4b4f-940a-e464baad3991&client_id=portal&tab_id=Fqm5GphQdB4,1,0,link
168,28324,3/9/2023,9:39:09,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/first-broker-login?session_code=dzMP33cs6jjhOIwe9AxWrVfecyudsasBpp7rM4jQ5p0&execution=d6a4dd3b-4996-47a0-8e71-a4f60811ded2&client_id=portal&tab_id=Fqm5GphQdB4,1,0,form_submit
169,28323,3/9/2023,9:39:06,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/first-broker-login?execution=d6a4dd3b-4996-47a0-8e71-a4f60811ded2&client_id=portal&tab_id=Fqm5GphQdB4,1,0,link
170,28322,3/9/2023,9:39:06,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/first-broker-login?session_code=wC9pcBEhJX21cmupAs4bXFD53zk1aNs4Io_X-sCXesE&execution=c4ebcfbd-c8c4-4dd0-8925-47765e01698f&client_id=portal&tab_id=Fqm5GphQdB4,1,0,form_submit
171,28321,3/9/2023,9:38:59,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/first-broker-login?execution=c4ebcfbd-c8c4-4dd0-8925-47765e01698f&client_id=portal&tab_id=Fqm5GphQdB4,1,0,link
172,28320,3/9/2023,9:38:59,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/first-broker-login?session_code=29yBaIDgpvTCztwdgOGsqRReTXWVLCUJto9iTWHosKI&execution=d6a4dd3b-4996-47a0-8e71-a4f60811ded2&client_id=portal&tab_id=Fqm5GphQdB4,1,0,form_submit
173,28319,3/9/2023,9:38:49,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/first-broker-login?client_id=portal&tab_id=Fqm5GphQdB4,1,0,link
174,28316,3/9/2023,9:38:46,Sign in - Google Accounts,https://accounts.google.com/o/oauth2/v2/auth/oauthchooseaccount?scope=openid%20profile%20email&state=xp9SxqZU3MPc3ILngTcxbgTfYCFnqtk8zKwNBaIIwMw.Fqm5GphQdB4.portal&response_type=code&client_id=502005860665-padtpl79ifcem0dg5lqpi0rrtapvt1u5.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Finfyspringboard.onwingspan.com%2Fauth%2Frealms%2Finfyspringboard%2Fbroker%2Fgoogle%2Fendpoint&nonce=1bTnFmreftGE9lHij5G_xA&service=lso&o2v=2&flowName=GeneralOAuthFlow,1,0,link
175,28315,3/9/2023,9:38:46,Sign in - Google Accounts,https://accounts.google.com/o/oauth2/v2/auth?scope=openid%20profile%20email&state=xp9SxqZU3MPc3ILngTcxbgTfYCFnqtk8zKwNBaIIwMw.Fqm5GphQdB4.portal&response_type=code&client_id=502005860665-padtpl79ifcem0dg5lqpi0rrtapvt1u5.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Finfyspringboard.onwingspan.com%2Fauth%2Frealms%2Finfyspringboard%2Fbroker%2Fgoogle%2Fendpoint&nonce=1bTnFmreftGE9lHij5G_xA&service=lso&o2v=2,1,0,link
176,28314,3/9/2023,9:38:46,Sign in - Google Accounts,https://accounts.google.com/o/oauth2/v2/auth?scope=openid+profile+email&state=xp9SxqZU3MPc3ILngTcxbgTfYCFnqtk8zKwNBaIIwMw.Fqm5GphQdB4.portal&response_type=code&client_id=502005860665-padtpl79ifcem0dg5lqpi0rrtapvt1u5.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Finfyspringboard.onwingspan.com%2Fauth%2Frealms%2Finfyspringboard%2Fbroker%2Fgoogle%2Fendpoint&nonce=1bTnFmreftGE9lHij5G_xA,2,0,link
177,28314,3/9/2023,9:38:45,Sign in - Google Accounts,https://accounts.google.com/o/oauth2/v2/auth?scope=openid+profile+email&state=xp9SxqZU3MPc3ILngTcxbgTfYCFnqtk8zKwNBaIIwMw.Fqm5GphQdB4.portal&response_type=code&client_id=502005860665-padtpl79ifcem0dg5lqpi0rrtapvt1u5.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Finfyspringboard.onwingspan.com%2Fauth%2Frealms%2Finfyspringboard%2Fbroker%2Fgoogle%2Fendpoint&nonce=1bTnFmreftGE9lHij5G_xA,2,0,link
178,28312,3/9/2023,9:38:42,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/protocol/openid-connect/auth?client_id=portal&redirect_uri=https%3A%2F%2Finfyspringboard.onwingspan.com%2Fweb%2Fen%2F&state=d478bb77-1b2a-436b-9efc-6712490d8b5c&response_mode=fragment&response_type=code&scope=openid&nonce=6fc0bb2b-9f7f-4480-833d-703acfffd0d2,1,0,link
179,28292,3/9/2023,9:38:39,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/login,25,0,link
180,28292,3/9/2023,9:38:38,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/login,25,0,link
181,28309,3/9/2023,9:38:21,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/protocol/openid-connect/auth?client_id=portal&redirect_uri=https%3A%2F%2Finfyspringboard.onwingspan.com%2Fweb%2Fen%2F&state=ddb421ca-0909-456c-bd1e-b2f6e5edf565&response_mode=fragment&response_type=code&scope=openid&nonce=f84198b2-cb1b-4ffb-83c2-43fc98443d48,1,0,link
182,28292,3/9/2023,9:38:08,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/login,25,0,link
183,28292,3/9/2023,9:38:07,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/login,25,0,link
184,28305,3/9/2023,9:37:48,Infosys Springboard: Digital Learning and Reskilling Programs,https://www.infosys.com/about/springboard.html,4,0,link
185,28304,3/9/2023,9:37:47,infosys springboard courses - Google Search,https://www.google.com/search?q=infosys+springboard+courses&rlz=1C1RXQR_enIN970IN970&sxsrf=AJOqlzUZzS9KNeC6leF-vcKKUlAn65CuPg%3A1678334761862&ei=KVsJZLegNO_34-EP1OegqAo&oq=infosys+springboard+&gs_lcp=Cgxnd3Mtd2l6LXNlcnAQARgBMggIABCABBCxAzIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBAgAEEMyBQgAEIAEOgoIABBHENYEELADOgcIABCwAxBDOg0IABDkAhDWBBCwAxgBOhIILhDHARDRAxDIAxCwAxBDGAI6DAguEMgDELADEEMYAkoECEEYAFDpAljpAmCHGGgBcAF4AIABd4gBd5IBAzAuMZgBAKABAcgBEsABAdoBBggBEAEYCdoBBggCEAEYCA&sclient=gws-wiz-serp,2,0,link
186,28304,3/9/2023,9:37:46,infosys springboard courses - Google Search,https://www.google.com/search?q=infosys+springboard+courses&rlz=1C1RXQR_enIN970IN970&sxsrf=AJOqlzUZzS9KNeC6leF-vcKKUlAn65CuPg%3A1678334761862&ei=KVsJZLegNO_34-EP1OegqAo&oq=infosys+springboard+&gs_lcp=Cgxnd3Mtd2l6LXNlcnAQARgBMggIABCABBCxAzIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBAgAEEMyBQgAEIAEOgoIABBHENYEELADOgcIABCwAxBDOg0IABDkAhDWBBCwAxgBOhIILhDHARDRAxDIAxCwAxBDGAI6DAguEMgDELADEEMYAkoECEEYAFDpAljpAmCHGGgBcAF4AIABd4gBd5IBAzAuMZgBAKABAcgBEsABAdoBBggBEAEYCdoBBggCEAEYCA&sclient=gws-wiz-serp,2,0,form_submit
187,28290,3/9/2023,9:37:41,infosys springboard - Google Search,https://www.google.com/search?q=infosys+springboard&rlz=1C1RXQR_enIN970IN970&oq=info&aqs=chrome.3.0i355i433i512j46i199i433i465i512j69i57j0i433i512j0i131i433i512l2j46i199i433i465i512j46i131i199i433i465i512l2j46i175i199i433i512.6894j0j15&sourceid=chrome&ie=UTF-8,4,0,generated
188,28292,3/9/2023,9:37:25,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/login,25,0,link
189,28292,3/9/2023,9:37:24,Infosys Springboard,https://infyspringboard.onwingspan.com/web/en/login,25,0,link
190,28290,3/9/2023,9:37:21,infosys springboard - Google Search,https://www.google.com/search?q=infosys+springboard&rlz=1C1RXQR_enIN970IN970&oq=info&aqs=chrome.3.0i355i433i512j46i199i433i465i512j69i57j0i433i512j0i131i433i512l2j46i199i433i465i512j46i131i199i433i465i512l2j46i175i199i433i512.6894j0j15&sourceid=chrome&ie=UTF-8,4,0,generated
191,28295,3/9/2023,9:37:20,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/protocol/openid-connect/auth?client_id=portal&redirect_uri=https%3A%2F%2Finfyspringboard.onwingspan.com%2Fweb%2Fen%2F&state=1cef2c52-68e9-4cb4-8e95-06fa83787d49&response_mode=fragment&response_type=code&scope=openid&nonce=3994ed40-e81d-48f1-a05d-08f80ba26822,2,0,link
192,28297,3/9/2023,9:37:19,Log in to infyspringboard,https://infyspringboard.onwingspan.com/auth/realms/infyspringboard/login-actions/authenticate?execution=02441bc0-b547-483e-895c-028c8193cbc7&client_id=portal&tab_id=H5VmgRrpgp0,9,0,form_submit
